"GEO_ID","NAME","B99241_001E","B99241_002E","B99241_003E",
"Geography","Geographic Area Name","Estimate!!Total:","Estimate!!Total:!!Allocated","Estimate!!Total:!!Not Allocated",
"1500000US150030015022","Block Group 2, Census Tract 15.02, Honolulu County, Hawaii","690","185","505",
"1500000US150030016011","Block Group 1, Census Tract 16.01, Honolulu County, Hawaii","691","69","622",
"1500000US150030016012","Block Group 2, Census Tract 16.01, Honolulu County, Hawaii","461","222","239",
"1500000US150030016021","Block Group 1, Census Tract 16.02, Honolulu County, Hawaii","330","55","275",
"1500000US150030016022","Block Group 2, Census Tract 16.02, Honolulu County, Hawaii","420","116","304",
"1500000US150030017001","Block Group 1, Census Tract 17, Honolulu County, Hawaii","583","55","528",
"1500000US150030017002","Block Group 2, Census Tract 17, Honolulu County, Hawaii","245","41","204",
"1500000US150030018011","Block Group 1, Census Tract 18.01, Honolulu County, Hawaii","286","22","264",
"1500000US150030018012","Block Group 2, Census Tract 18.01, Honolulu County, Hawaii","203","17","186",
"1500000US150030018031","Block Group 1, Census Tract 18.03, Honolulu County, Hawaii","422","15","407",
"1500000US150030018032","Block Group 2, Census Tract 18.03, Honolulu County, Hawaii","22","0","22",
"1500000US150030018033","Block Group 3, Census Tract 18.03, Honolulu County, Hawaii","633","67","566",
"1500000US150030018034","Block Group 4, Census Tract 18.03, Honolulu County, Hawaii","538","103","435",
"1500000US150030018041","Block Group 1, Census Tract 18.04, Honolulu County, Hawaii","320","14","306",
"1500000US150030018042","Block Group 2, Census Tract 18.04, Honolulu County, Hawaii","333","43","290",
"1500000US150030019011","Block Group 1, Census Tract 19.01, Honolulu County, Hawaii","112","36","76",
"1500000US150030019051","Block Group 1, Census Tract 19.05, Honolulu County, Hawaii","266","0","266",
"1500000US150030019052","Block Group 2, Census Tract 19.05, Honolulu County, Hawaii","616","14","602",
"1500000US150030019061","Block Group 1, Census Tract 19.06, Honolulu County, Hawaii","333","43","290",
"1500000US150030019062","Block Group 2, Census Tract 19.06, Honolulu County, Hawaii","463","81","382",
"1500000US150030019063","Block Group 3, Census Tract 19.06, Honolulu County, Hawaii","752","132","620",
