"GEO_ID","NAME","B99241_001E","B99241_002E","B99241_003E",
"Geography","Geographic Area Name","Estimate!!Total:","Estimate!!Total:!!Allocated","Estimate!!Total:!!Not Allocated",
"1500000US150030005004","Block Group 4; Census Tract 5; Honolulu County; Hawaii","344","31","313",
"1500000US150030005005","Block Group 5; Census Tract 5; Honolulu County; Hawaii","245","69","176",
"1500000US150030006001","Block Group 1; Census Tract 6; Honolulu County; Hawaii","0","0","0",
"1500000US150030006002","Block Group 2; Census Tract 6; Honolulu County; Hawaii","470","110","360",
"1500000US150030007001","Block Group 1; Census Tract 7; Honolulu County; Hawaii","404","12","392",
"1500000US150030007002","Block Group 2; Census Tract 7; Honolulu County; Hawaii","264","27","237",
"1500000US150030007003","Block Group 3; Census Tract 7; Honolulu County; Hawaii","439","39","400",
"1500000US150030007004","Block Group 4; Census Tract 7; Honolulu County; Hawaii","677","416","261",
"1500000US150030008001","Block Group 1; Census Tract 8; Honolulu County; Hawaii","872","118","754",
"1500000US150030008002","Block Group 2; Census Tract 8; Honolulu County; Hawaii","643","134","509",
"1500000US150030008003","Block Group 3; Census Tract 8; Honolulu County; Hawaii","660","130","530",
"1500000US150030009011","Block Group 1; Census Tract 9.01; Honolulu County; Hawaii","495","163","332",
"1500000US150030009012","Block Group 2; Census Tract 9.01; Honolulu County; Hawaii","660","26","634",
"1500000US150030009031","Block Group 1; Census Tract 9.03; Honolulu County; Hawaii","612","40","572",
"1500000US150030009032","Block Group 2; Census Tract 9.03; Honolulu County; Hawaii","786","195","591",
"1500000US150030009041","Block Group 1; Census Tract 9.04; Honolulu County; Hawaii","1320","492","828",
"1500000US150030009051","Block Group 1; Census Tract 9.05; Honolulu County; Hawaii","664","117","547",
"1500000US150030009052","Block Group 2; Census Tract 9.05; Honolulu County; Hawaii","572","205","367",
"1500000US150030010001","Block Group 1; Census Tract 10; Honolulu County; Hawaii","570","114","456",
"1500000US150030010002","Block Group 2; Census Tract 10; Honolulu County; Hawaii","684","34","650",
"1500000US150030011011","Block Group 1; Census Tract 11.01; Honolulu County; Hawaii","447","90","357",
"1500000US150030011012","Block Group 2; Census Tract 11.01; Honolulu County; Hawaii","459","138","321",
"1500000US150030011021","Block Group 1; Census Tract 11.02; Honolulu County; Hawaii","540","113","427",
"1500000US150030011022","Block Group 2; Census Tract 11.02; Honolulu County; Hawaii","477","37","440",
