"GEO_ID","NAME","B09019_001E","B09019_001M","B09019_002E","B09019_002M","B09019_003E","B09019_003M","B09019_004E","B09019_004M","B09019_005E","B09019_005M","B09019_006E","B09019_006M","B09019_007E","B09019_007M","B09019_008E","B09019_008M","B09019_009E","B09019_009M","B09019_010E","B09019_010M","B09019_011E","B09019_011M","B09019_012E","B09019_012M","B09019_013E","B09019_013M","B09019_014E","B09019_014M","B09019_015E","B09019_015M","B09019_016E","B09019_016M","B09019_017E","B09019_017M","B09019_018E","B09019_018M","B09019_019E","B09019_019M","B09019_020E","B09019_020M","B09019_021E","B09019_021M","B09019_022E","B09019_022M","B09019_023E","B09019_023M","B09019_024E","B09019_024M","B09019_025E","B09019_025M","B09019_026E","B09019_026M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!In households:","Margin of Error!!Total:!!In households:","Estimate!!Total:!!In households:!!Householder:","Margin of Error!!Total:!!In households:!!Householder:","Estimate!!Total:!!In households:!!Householder:!!Male:","Margin of Error!!Total:!!In households:!!Householder:!!Male:","Estimate!!Total:!!In households:!!Householder:!!Male:!!Living alone","Margin of Error!!Total:!!In households:!!Householder:!!Male:!!Living alone","Estimate!!Total:!!In households:!!Householder:!!Male:!!Not living alone","Margin of Error!!Total:!!In households:!!Householder:!!Male:!!Not living alone","Estimate!!Total:!!In households:!!Householder:!!Female:","Margin of Error!!Total:!!In households:!!Householder:!!Female:","Estimate!!Total:!!In households:!!Householder:!!Female:!!Living alone","Margin of Error!!Total:!!In households:!!Householder:!!Female:!!Living alone","Estimate!!Total:!!In households:!!Householder:!!Female:!!Not living alone","Margin of Error!!Total:!!In households:!!Householder:!!Female:!!Not living alone","Estimate!!Total:!!In households:!!Opposite-sex spouse","Margin of Error!!Total:!!In households:!!Opposite-sex spouse","Estimate!!Total:!!In households:!!Same-sex spouse","Margin of Error!!Total:!!In households:!!Same-sex spouse","Estimate!!Total:!!In households:!!Opposite-sex unmarried partner","Margin of Error!!Total:!!In households:!!Opposite-sex unmarried partner","Estimate!!Total:!!In households:!!Same-sex unmarried partner","Margin of Error!!Total:!!In households:!!Same-sex unmarried partner","Estimate!!Total:!!In households:!!Child:","Margin of Error!!Total:!!In households:!!Child:","Estimate!!Total:!!In households:!!Child:!!Biological child","Margin of Error!!Total:!!In households:!!Child:!!Biological child","Estimate!!Total:!!In households:!!Child:!!Adopted child","Margin of Error!!Total:!!In households:!!Child:!!Adopted child","Estimate!!Total:!!In households:!!Child:!!Stepchild","Margin of Error!!Total:!!In households:!!Child:!!Stepchild","Estimate!!Total:!!In households:!!Grandchild","Margin of Error!!Total:!!In households:!!Grandchild","Estimate!!Total:!!In households:!!Brother or sister","Margin of Error!!Total:!!In households:!!Brother or sister","Estimate!!Total:!!In households:!!Parent","Margin of Error!!Total:!!In households:!!Parent","Estimate!!Total:!!In households:!!Parent-in-law","Margin of Error!!Total:!!In households:!!Parent-in-law","Estimate!!Total:!!In households:!!Son-in-law or daughter-in-law","Margin of Error!!Total:!!In households:!!Son-in-law or daughter-in-law","Estimate!!Total:!!In households:!!Other relatives","Margin of Error!!Total:!!In households:!!Other relatives","Estimate!!Total:!!In households:!!Foster child","Margin of Error!!Total:!!In households:!!Foster child","Estimate!!Total:!!In households:!!Other nonrelatives","Margin of Error!!Total:!!In households:!!Other nonrelatives","Estimate!!Total:!!In group quarters","Margin of Error!!Total:!!In group quarters",
"1500000US150010216041","Block Group 1, Census Tract 216.04, Hawaii County, Hawaii","508","276","508","276","277","107","124","95","33","40","91","91","153","72","91","60","62","42","141","98","0","11","12","19","0","11","78","114","78","114","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11",
"1500000US150010216042","Block Group 2, Census Tract 216.04, Hawaii County, Hawaii","3168","715","3168","715","1226","246","556","214","148","120","408","173","670","227","212","129","458","185","666","199","15","23","43","38","0","11","774","320","774","320","0","11","0","11","0","11","61","97","0","11","0","11","0","11","0","11","0","11","383","327","0","11",
"1500000US150010216043","Block Group 3, Census Tract 216.04, Hawaii County, Hawaii","740","399","740","399","288","133","75","97","17","27","58","93","213","106","66","81","147","69","72","61","0","11","13","22","0","11","55","65","38","60","0","11","17","27","0","11","0","11","0","11","0","11","20","32","0","11","0","11","292","354","0","11",
"1500000US150010216044","Block Group 4, Census Tract 216.04, Hawaii County, Hawaii","2872","571","2857","571","1022","172","702","174","125","98","577","153","320","95","46","43","274","90","680","155","0","11","32","38","0","11","661","300","628","295","33","51","0","11","0","11","28","44","0","11","23","37","26","40","112","107","0","11","273","203","15","11",
"1500000US150010216045","Block Group 5, Census Tract 216.04, Hawaii County, Hawaii","1910","560","1910","560","589","132","268","118","15","25","253","120","321","109","27","31","294","111","393","115","0","11","47","57","0","11","512","232","437","186","54","81","21","34","121","139","21","33","22","34","21","33","53","81","45","49","0","11","86","81","0","11",
"1500000US150010217021","Block Group 1, Census Tract 217.02, Hawaii County, Hawaii","3371","751","3155","750","1124","238","471","155","90","62","381","159","653","208","122","109","531","179","505","162","0","11","108","113","0","11","614","282","592","282","0","11","22","35","131","151","98","116","104","108","32","45","41","66","157","141","0","11","241","186","216","70",
"1500000US150010217022","Block Group 2, Census Tract 217.02, Hawaii County, Hawaii","2675","1155","2675","1155","724","215","395","200","35","33","360","197","329","142","108","71","221","128","394","183","0","11","59","71","0","11","770","465","770","465","0","11","0","11","30","48","286","334","125","200","71","111","20","32","196","226","0","11","0","11","0","11",
"1500000US150010217023","Block Group 3, Census Tract 217.02, Hawaii County, Hawaii","6003","1337","6003","1337","1551","216","680","196","84","53","596","198","871","177","248","127","623","159","947","242","0","16","75","76","45","68","2190","686","1921","582","0","16","269","296","188","165","197","119","222","195","132","201","108","103","300","271","0","16","48","46","0","16",
"1500000US150010217041","Block Group 1, Census Tract 217.04, Hawaii County, Hawaii","1256","347","1256","347","557","101","243","44","22","15","221","41","314","91","98","37","216","88","334","77","7","11","14","12","33","43","283","218","275","218","8","9","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","28","18","0","11",
"1500000US150010217042","Block Group 2, Census Tract 217.04, Hawaii County, Hawaii","1643","502","1643","502","636","146","327","148","83","69","244","131","309","116","91","58","218","101","252","105","15","23","57","62","0","11","598","289","561","258","0","11","37","55","44","61","0","11","0","11","0","11","0","11","41","64","0","11","0","11","0","11",
"1500000US150010217043","Block Group 3, Census Tract 217.04, Hawaii County, Hawaii","2342","484","2342","484","1088","164","590","148","211","111","379","129","498","169","165","88","333","145","663","175","0","11","39","42","0","11","552","274","552","274","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11",
"1500000US150010217044","Block Group 4, Census Tract 217.04, Hawaii County, Hawaii","2999","654","2985","653","925","143","501","152","149","82","352","139","424","121","90","66","334","106","508","127","0","11","69","65","27","42","977","394","853","324","0","11","124","189","102","93","0","11","31","36","0","11","43","45","39","61","0","11","264","215","14","7",
"1500000US150010218001","Block Group 1, Census Tract 218, Hawaii County, Hawaii","1236","303","1236","303","372","70","142","46","23","23","119","44","230","56","42","28","188","51","171","56","0","11","32","24","0","11","366","114","355","114","0","11","11","17","20","27","55","42","33","38","0","11","35","31","91","71","0","11","61","41","0","11",
"1500000US150010218002","Block Group 2, Census Tract 218, Hawaii County, Hawaii","2223","458","2223","458","895","174","417","166","13","9","404","166","478","179","123","87","355","151","440","125","0","11","190","132","0","11","518","227","510","227","2","4","6","7","74","60","29","35","39","37","2","4","12","11","20","18","0","11","4","8","0","11",
"1500000US150010218003","Block Group 3, Census Tract 218, Hawaii County, Hawaii","1801","412","1781","419","594","123","195","66","61","37","134","58","399","99","100","52","299","85","282","89","0","11","67","43","0","11","465","177","431","170","0","11","34","36","41","48","31","49","92","71","0","11","17","26","0","11","0","11","192","113","20","34",
"1500000US150010218004","Block Group 4, Census Tract 218, Hawaii County, Hawaii","738","227","738","227","251","70","142","73","67","78","75","44","109","39","21","16","88","36","110","51","0","11","19","15","7","10","181","95","181","95","0","11","0","11","72","66","24","27","0","11","0","11","22","25","37","38","0","11","15","16","0","11",
"1500000US150010219021","Block Group 1, Census Tract 219.02, Hawaii County, Hawaii","1502","432","1502","432","515","111","153","61","51","51","102","38","362","114","75","65","287","104","250","92","4","4","12","12","0","11","200","80","193","80","0","11","7","11","102","64","0","11","0","11","0","11","15","12","226","210","0","11","178","187","0","11",
"1500000US150010219022","Block Group 2, Census Tract 219.02, Hawaii County, Hawaii","676","224","633","215","235","70","125","60","25","24","100","55","110","49","24","25","86","45","101","48","0","11","26","24","0","11","195","98","195","98","0","11","0","11","8","13","16","26","15","23","0","11","0","11","28","31","0","11","9","16","43","44",
"1500000US150010219023","Block Group 3, Census Tract 219.02, Hawaii County, Hawaii","1351","288","1351","288","396","76","148","52","15","17","133","48","248","67","50","37","198","55","228","62","3","4","29","32","0","11","455","162","449","159","0","11","6","13","54","67","62","46","24","28","13","6","19","28","55","64","0","11","13","20","0","11",
"1500000US150010220001","Block Group 1, Census Tract 220, Hawaii County, Hawaii","1244","291","1244","291","446","85","211","60","49","36","162","56","235","83","65","51","170","80","263","80","20","23","0","11","0","11","262","119","262","119","0","11","0","11","154","63","0","11","0","11","0","11","28","18","16","18","0","11","55","50","0","11",
"1500000US150010220002","Block Group 2, Census Tract 220, Hawaii County, Hawaii","1340","337","1340","337","422","73","263","73","79","42","184","63","159","59","22","18","137","57","215","67","6","9","27","26","8","11","332","117","315","114","7","11","10","16","46","35","0","11","35","27","12","21","9","11","160","162","0","11","68","46","0","11",
"1500000US150010221021","Block Group 1, Census Tract 221.02, Hawaii County, Hawaii","466","155","466","155","224","73","143","59","57","46","86","49","81","54","9","13","72","52","134","60","0","11","5","9","0","11","80","59","80","59","0","11","0","11","0","11","0","11","0","11","0","11","0","11","23","36","0","11","0","11","0","11",
"1500000US150010221022","Block Group 2, Census Tract 221.02, Hawaii County, Hawaii","1114","254","1114","254","395","71","213","58","72","34","141","54","182","56","60","34","122","50","123","51","0","11","24","19","0","11","256","88","256","88","0","11","0","11","73","46","22","33","21","23","0","11","0","11","37","44","0","11","163","113","0","11",
"1500000US150019900000","Block Group 0, Census Tract 9900, Hawaii County, Hawaii","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11",
"1500000US150019901000","Block Group 0, Census Tract 9901, Hawaii County, Hawaii","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11",
"1500000US150019903000","Block Group 0, Census Tract 9903, Hawaii County, Hawaii","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11",
"1500000US150019904000","Block Group 0, Census Tract 9904, Hawaii County, Hawaii","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11",
"1500000US150019905000","Block Group 0, Census Tract 9905, Hawaii County, Hawaii","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11",
"1500000US150019906000","Block Group 0, Census Tract 9906, Hawaii County, Hawaii","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11",
"1500000US150019907000","Block Group 0, Census Tract 9907, Hawaii County, Hawaii","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11",
"1500000US150019908000","Block Group 0, Census Tract 9908, Hawaii County, Hawaii","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11",
"1500000US150019909000","Block Group 0, Census Tract 9909, Hawaii County, Hawaii","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11",
"1500000US150019910000","Block Group 0, Census Tract 9910, Hawaii County, Hawaii","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11",
"1500000US150019911000","Block Group 0, Census Tract 9911, Hawaii County, Hawaii","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11",
